ABL_NPS_LAB_RECORD_NO,YEAR,WATERBODY,STATION_NAME,STATION_ID,RETRIEVAL_DATE,SAMPLE_TYPE,LAB,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SUBGENUS,SPECIES,TAXON_ID_EXPERT,TAXON_ID_NOTES,TSN_LOOKUP,TSN_SOURCE,TSN,LARVA,PUPA,ADULT,TOTAL,TVAL,TFUNCT,EcoFTN,EcoFTN_RHEOPHILLY,EcoFTN_THERMAL,EcoFTN_HABIT,EcoFTN_TROPHIC,TAXONOMIC_REFERENCE,CONDITION,NOTES
2169,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Phaenopsectra,NA,NA,Phaenopsectra obediens group,obediens group,Phaenopsectra,ITIS,129637,1,0,0,1,7,scraper,1211,1,2,1,1,Epler 2001,imm.,NA
2172,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Uresipedilum),flavum,Polypedilum (Uresipedilum) flavum,NA,Polypedilum flavum,GBIF Backbone Taxonomy,10279028,15,0,0,15,5,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
2170,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Polypedilum),NA,Polypedilum (Polypedilum) illinoense group,illinoense group,Polypedilum,ITIS,129657,6,0,0,6,6,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
2171,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Tripodura),NA,Polypedilum (Tripodura) scalaenum group,scalaenum group,Polypedilum,ITIS,129657,1,0,0,1,7,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
2173,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,NA,NA,Polypedilum,NA,Polypedilum,ITIS,129657,1,1,0,2,6,shredder,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013 (larva); Merritt, Cummins, and Berg 2019 (pupa)",imm. (larva),NA
2181,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Rheocricotopus,NA,NA,Rheocricotopus,NA,Rheocricotopus,ITIS,129086,14,0,0,14,6,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2174,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Rheotanytarsus,NA,NA,Rheotanytarsus,NA,Rheotanytarsus,ITIS,129952,147,3,0,150,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013 (larva); Merritt, Cummins, and Berg 2019 (pupa)",NA,NA
2182,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Synorthocladius,NA,NA,Synorthocladius,NA,Synorthocladius,ITIS,129161,6,0,0,6,2,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2175,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,NA,NA,Tanytarsus,NA,Tanytarsus,ITIS,129978,73,3,0,76,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013 (larva); Merritt, Cummins, and Berg 2019 (pupa)",NA,NA
2176,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,NA,NA,Tanytarsus,NA,Tanytarsus,ITIS,129978,73,0,0,73,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2189,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Thienemannimyia,NA,NA,Thienemannimyia,NA,Thienemannimyia,ITIS,128236,6,0,0,6,6,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",NA,NA
2163,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,NA,NA,NA,NA,Chironomidae,NA,Chironomidae,ITIS,127917,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",dam.,NA
2183,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,NA,NA,NA,Thienemannimyia group,Thienemannimyia group,Tanypodinae,ITIS,127994,14,0,0,14,6,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",imm.,NA
2184,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,NA,NA,NA,Tanypodinae,NA,Tanypodinae,ITIS,127994,2,0,0,2,6,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",NA,NA
2177,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,NA,NA,Cricotopus/Orthocladius,Cricotopus/Orthocladius,Orthocladiinae,ITIS,128457,1,0,0,1,6,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",imm.,NA
2164,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,NA,NA,NA,Chironominae,NA,Chironominae,ITIS,129228,5,0,0,5,7,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",imm.,NA
2165,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,NA,NA,NA,Tanytarsini,NA,Tanytarsini,ITIS,129872,0,5,0,5,7,collector-gatherer,1211,1,2,1,1,"Merritt, Cummins, and Berg 2019",dam.,NA
2190,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Empididae,Hemerodromiinae,Hemerodromia,NA,NA,Hemerodromia,NA,Hemerodromia,ITIS,136327,5,0,0,5,6,predator,2234,2,2,3,4,"Merritt, Cummins, and Berg 2019",NA,NA
2191,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Simuliidae,Simuliinae,Simulium,NA,NA,Simulium,NA,Simulium,ITIS,126774,1,0,0,1,6,collector-filterer,3242,3,2,4,2,"Merritt, Cummins, and Berg 2019",imm.,NA
2192,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Caenidae,Caeninae,Caenis,NA,hilaris,Caenis hilaris,NA,Caenis hilaris,ITIS,101486,2,0,0,2,7,collector-gatherer,1331,1,3,3,1,Klubertanz 2016,NA,NA
2194,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,Maccaffertium,NA,exiguum,Maccaffertium exiguum,NA,Maccaffertium exiguum,ITIS,698216,3,0,0,3,5,scraper,2243,2,2,4,3,Klubertanz 2016,NA,NA
2195,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,Maccaffertium,NA,NA,Maccaffertium,NA,Maccaffertium,ITIS,697957,18,0,0,18,4,scraper,2243,2,2,4,3,Klubertanz 2016,imm.,NA
2193,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,NA,NA,NA,Heptageniidae,NA,Heptageniidae,ITIS,100504,10,0,0,10,4,scraper,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",dam.; imm.,NA
2196,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Leptohyphidae,NA,Tricorythodes,NA,NA,Tricorythodes,NA,Tricorythodes,ITIS,101405,5,0,0,5,4,collector-gatherer,1231,1,2,3,1,"Merritt, Cummins, and Berg 2019",NA,NA
2197,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,NA,NA,Leptophlebiidae,NA,Leptophlebiidae,ITIS,101095,1,0,0,1,2,collector-gatherer,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",imm.,NA
2198,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Brachycentridae,NA,Brachycentrus,NA,numerosus,Brachycentrus numerosus,NA,Brachycentrus numerosus,ITIS,116910,1,0,0,1,1,collector-filterer,3242,3,2,4,2,Hilsenhoff 1985,NA,NA
2200,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Cheumatopsyche,NA,NA,Cheumatopsyche,NA,Cheumatopsyche,ITIS,115408,4,0,0,4,5,collector-filterer,3242,3,2,4,2,"Merritt, Cummins, and Berg 2019",NA,NA
2201,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Hydropsyche,NA,scalaris,Hydropsyche scalaris,NA,Hydropsyche scalaris,ITIS,115480,14,0,0,14,2,collector-filterer,3242,3,2,4,2,Schmude and Hilsenhoff 1986,NA,NA
2202,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Hydropsyche,NA,NA,Hydropsyche,NA,Hydropsyche,ITIS,115453,2,0,0,2,4,collector-filterer,3242,3,2,4,2,Hilsenhoff 1995,imm.,NA
2199,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,NA,NA,NA,NA,Hydropsychidae,NA,Hydropsychidae,ITIS,115398,1,0,0,1,4,collector-filterer,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",imm.,NA
2204,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptila,NA,NA,Hydroptila,NA,Hydroptila,ITIS,115641,4,0,0,4,6,herbivore,2243,2,2,4,3,"Merritt, Cummins, and Berg 2019",NA,NA
2203,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydroptilidae,NA,NA,NA,NA,Hydroptilidae,NA,Hydroptilidae,ITIS,115629,5,8,0,13,4,herbivore,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",dam.; imm. (larva),NA
2205,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Oecetis,NA,NA,Oecetis,NA,Oecetis,ITIS,116607,5,0,0,5,8,predator,2244,2,2,4,4,"Merritt, Cummins, and Berg 2019",imm.,NA
2206,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Philopotamidae,Chimarrinae,Chimarra,NA,obscura,Chimarra obscura,NA,Chimarra obscura,ITIS,115276,1,0,0,1,4,collector-filterer,3242,3,2,4,2,Hilsenhoff 1982,NA,NA
2208,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,Cyrnellus,NA,fraternus,Cyrnellus fraternus,NA,Cyrnellus fraternus,ITIS,117092,1,0,0,1,8,collector-filterer,3242,3,2,4,2,"Merritt, Cummins, and Berg 2019",NA,NA
2209,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,Neureclipsis,NA,NA,Neureclipsis,NA,Neureclipsis,ITIS,117095,7,0,0,7,7,collector-filterer,3242,3,2,4,2,"Merritt, Cummins, and Berg 2019",NA,NA
2210,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,Nyctiophylax,NA,NA,Nyctiophylax,NA,Nyctiophylax,ITIS,117104,5,0,0,5,5,predator,2244,2,2,4,4,"Merritt, Cummins, and Berg 2019",NA,NA
2207,2021,St. Croix River,St. Croix River About 1 Mile Above Nevers Dam Boat Landing,SACN_STCR_63.8,8/11/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,NA,NA,NA,NA,Polycentropodidae,NA,Polycentropodidae,ITIS,117043,4,1,0,5,6,collector-filterer,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",dam. (larva),NA
2870,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Bivalvia,Veneroida,Sphaeriidae,NA,Pisidium,NA,NA,Pisidium,NA,Pisidium,ITIS,81400,0,0,2,2,NA,collector-filterer,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
2873,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,alpina,Nais alpina,NA,Nais alpina,ITIS,68960,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),NA,NA
2874,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,bretscheri,Nais bretscheri,NA,Nais bretscheri,ITIS,68961,0,0,22,22,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),NA,NA
2789,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,bretscheri,Nais bretscheri,NA,Nais bretscheri,ITIS,68961,0,0,4,4,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),NA,NA
2875,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,communis,Nais communis,NA,Nais communis,ITIS,68950,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),NA,NA
2876,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,elinguis,Nais elinguis,NA,Nais elinguis,ITIS,68952,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),NA,NA
2877,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,variabilis,Nais variabilis,NA,Nais variabilis,ITIS,68959,0,0,11,11,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),NA,NA
2872,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,NA,Nais,NA,Nais,ITIS,68946,0,0,3,3,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),dam.,NA
2878,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,NA,Nais bretscheri/pardalis,bretscheri/pardalis,Nais,ITIS,68946,0,0,11,11,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),NA,NA
2788,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,NA,Nais,NA,Nais,ITIS,68946,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),dam.,NA
2790,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,NA,Nais bretscheri/pardalis,bretscheri/pardalis,Nais,ITIS,68946,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),NA,NA
2791,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Slavina,NA,appendiculata,Slavina appendiculata,NA,Slavina appendiculata,ITIS,68856,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),NA,NA
2871,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,NA,NA,NA,Naidinae,NA,Naidinae,ITIS,974284,0,0,5,5,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),dam.,NA
2879,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,NA,Enchytraeidae,NA,NA,NA,NA,Enchytraeidae,NA,Enchytraeidae,ITIS,68510,0,0,2,2,NA,collector-gatherer,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
2880,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Enopla,Hoplonemertea,Tetrastemmatidae,NA,Prostoma,NA,NA,Prostoma,NA,Prostoma,ITIS,57577,0,0,1,1,NA,predator,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
2793,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Euchelicerata,Trombidiformes,Hygrobatidae,NA,Hygrobates,NA,NA,Hygrobates,NA,Hygrobates,ITIS,83297,0,0,2,2,NA,predator,NA,NA,NA,NA,NA,"Peckarsky, Fraissinet, Penton, and Conklin 1990",NA,NA
2794,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Euchelicerata,Trombidiformes,Lebertiidae,NA,Lebertia,NA,NA,Lebertia,NA,Lebertia,ITIS,83034,0,0,2,2,NA,predator,NA,NA,NA,NA,NA,"Peckarsky, Fraissinet, Penton, and Conklin 1990",NA,NA
2796,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Euchelicerata,Trombidiformes,Sperchonidae,NA,NA,NA,NA,Sphaerium,NA,Sphaerium,ITIS,81391,0,0,1,1,NA,collector-filterer,NA,NA,NA,NA,NA,Thorp and Rogers 2016,imm.,NA
2795,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Euchelicerata,Trombidiformes,Sperchonidae,NA,NA,NA,NA,Sperchonidae,NA,Sperchonidae,ITIS,83005,0,0,1,1,NA,predator,NA,NA,NA,NA,NA,"Peckarsky, Fraissinet, Penton, and Conklin 1990",NA,NA
2792,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Euchelicerata,Trombidiformes,NA,NA,NA,NA,NA,Trombidiformes,NA,Trombidiformes,ITIS,82769,0,0,1,1,NA,predator,NA,NA,NA,NA,NA,Thorp and Rogers 2016,imm.,NA
2881,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Euchelicherata,Trombidiformes,Hygrobatidae,NA,Atractides,NA,NA,Aulodrilus,NA,Aulodrilus,ITIS,68679,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999) (rev. 1999),frag.,NA
2797,2022,Namekagon River,Namekagon River at Namekagon Trail,SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Euchelicherata,Trombidiformes,Hygrobatidae,NA,Atractides,NA,NA,Atractides,NA,Atractides,ITIS,83282,0,0,2,2,NA,predator,NA,NA,NA,NA,NA,"Peckarsky, Fraissinet, Penton, and Conklin 1990",NA,NA
2882,2022,Namekagon River,Duplicate (Namekagon River at Namekagon Trail),SACN_NAKA_4.8,8/24/2022,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Gastropoda,Basommatophora,Ancylidae,NA,Ferrissia,NA,NA,Ferrissia,NA,Ferrissia,ITIS,76569,0,0,15,15,NA,scraper,NA,NA,NA,NA,NA,Thorp and Rogers 2016,dam.,NA
